governance_type,ecological_site,Site,Region,District,Village,surveyNo,a.1.1,a.1.2,a.1.3,a.1.4,a.2.1,a.2.2,a.2.3,a.2.4,a.3.1,a.3.2,a.3.3,a.4.1,a.4.2,a.4.3,b.1.1,b.1.2,b.1.3,b.2.1,b.2.2,b.2.3,b.3.1,b.3.2,b.3.3,b.3.4,b.4.1,b.4.2,b.4.3,b.5.1,b.5.2,b.5.3,a.1.1_w,a.1.2_w,a.1.3_w,a.1.4_w,a.2.1_w,a.2.2_w,a.2.3_w,a.2.4_w,a.3.1_w,a.3.2_w,a.3.3_w,a.4.1_w,a.4.2_w,a.4.3_w,b.1.1_w,b.1.2_w,b.1.3_w,b.2.1_w,b.2.2_w,b.2.3_w,b.3.1_w,b.3.2_w,b.3.3_w,b.3.4_w,b.4.1_w,b.4.2_w,b.4.3_w,b.5.1_w,b.5.2_w,b.5.3_w,a.1.1_weighted,a.1.2_weighted,a.1.3_weighted,a.1.4_weighted,a.2.1_weighted,a.2.2_weighted,a.2.3_weighted,a.2.4_weighted,a.3.1_weighted,a.3.2_weighted,a.3.3_weighted,a.4.1_weighted,a.4.2_weighted,a.4.3_weighted,b.1.1_weighted,b.1.2_weighted,b.1.3_weighted,b.2.1_weighted,b.2.2_weighted,b.2.3_weighted,b.3.1_weighted,b.3.2_weighted,b.3.3_weighted,b.3.4_weighted,b.4.1_weighted,b.4.2_weighted,b.4.3_weighted,b.5.1_weighted,b.5.2_weighted,b.5.3_weighted,a.1_sum,a.2_sum,a.3_sum,a.4_sum,b.1_sum,b.2_sum,b.3_sum,b.4_sum,b.5_sum,a.1_w,a.2_w,a.3_w,a.4_w,b.1_w,b.2_w,b.3_w,b.4_w,b.5_w,a.1_weighted,a.2_weighted,a.3_weighted,a.4_weighted,b.1_weighted,b.2_weighted,b.3_weighted,b.4_weighted,b.5_weighted,a_sum,b_sum
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,D051,1,1.0,1.0,0.0196,0,0.2647,0.0,0.25,1,0,1,0.0,0.2083,0.25,0.25,1,0.0,0.1232,0.25,0.0,0.3333,0.75,0.0,0.75,0.25,1,0.75,0.65,1.0,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.324,0.338,0.0032144,0.0,0.058234,0.0,0.0725,0.302,0.0,0.379,0.0,0.11477330000000002,0.06025,0.0945,0.28,0.0,0.041148800000000006,0.10975,0.0,0.13798619999999998,0.14775,0.0,0.14024999999999999,0.091,0.308,0.246,0.22035000000000002,0.341,0.32,0.8392144,0.130734,0.681,0.17502330000000002,0.37450000000000006,0.1508988,0.4259862,0.645,0.8813500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.276940752,0.029938086,0.121218,0.04603112790000001,0.09025450000000002,0.029425266000000002,0.0971248536,0.098685,0.16128705000000002,0.4741279659,0.4767766696
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,D052,1,1.0,1.0,0.0784,0,0.3088,0.3333,0.3333,1,0,1,0.06,0.2083,0.25,0.25,1,0.0,0.0562,0.25,0.0,0.6667,0.75,0.0,0.75,0.75,0,0.5833,0.75,1.0,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.324,0.338,0.0128576,0.0,0.06793600000000001,0.0776589,0.09665699999999999,0.302,0.0,0.379,0.01248,0.11477330000000002,0.06025,0.0945,0.28,0.0,0.0187708,0.10975,0.0,0.2760138,0.14775,0.0,0.14024999999999999,0.273,0.0,0.19132240000000003,0.25425000000000003,0.341,0.32,0.8488576000000001,0.24225190000000002,0.681,0.1875033,0.37450000000000006,0.1285208,0.5640137999999999,0.4643224,0.9152500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.28012300800000006,0.055475685100000005,0.121218,0.0493133679,0.09025450000000002,0.025061556,0.12859514639999997,0.0710413272,0.16749075000000002,0.506130061,0.4824432796
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,D053,1,1.0,1.0,0.4314,1,0.5735,0.5,0.0,1,0,1,0.42,0.2083,0.25,0.0,1,0.0,0.0146,0.25,0.0,0.3333,0.75,0.0,0.75,0.25,1,0.25,0.65,1.0,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.324,0.338,0.07074960000000001,0.257,0.12617,0.1165,0.0,0.302,0.0,0.379,0.08736,0.11477330000000002,0.06025,0.0,0.28,0.0,0.0048764,0.10975,0.0,0.13798619999999998,0.14775,0.0,0.14024999999999999,0.091,0.308,0.082,0.22035000000000002,0.341,0.32,0.9067496,0.49967,0.681,0.2623833,0.28,0.1146264,0.4259862,0.48100000000000004,0.8813500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.29922736800000005,0.11442443000000001,0.121218,0.0690068079,0.06748,0.022352148000000002,0.0971248536,0.073593,0.16128705000000002,0.6038766059000001,0.42183705160000007
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,D054,1,1.0,1.0,0.0784,0,0.0588,0.5,0.5,1,1,1,0.16,0.2083,0.25,0.0,1,0.8,0.0572,0.25,0.0,0.3333,0.0,0.0,0.75,0.75,1,0.5833,0.25,1.0,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.324,0.338,0.0128576,0.0,0.012936,0.1165,0.145,0.302,0.319,0.379,0.03328,0.11477330000000002,0.06025,0.0,0.28,0.2736,0.0191048,0.10975,0.0,0.13798619999999998,0.0,0.0,0.14024999999999999,0.273,0.308,0.19132240000000003,0.08475,0.341,0.32,0.8488576000000001,0.274436,1.0,0.20830330000000002,0.5536000000000001,0.1288548,0.27823619999999993,0.7723224,0.74575,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.28012300800000006,0.06284584400000001,0.178,0.05478376790000001,0.13341760000000003,0.025126686,0.06343785359999998,0.11816532719999999,0.13647225,0.5757526199,0.47661971680000004
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,D055,1,1.0,0.5833,0.1569,0,0.1176,0.3333,0.3333,1,0,1,0.2,0.2083,0.25,0.5,1,0.2,0.2776,0.25,0.0,0.3333,0.75,0.0,0.75,0.75,1,0.5833,0.45,1.0,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.324,0.19715540000000004,0.025731600000000004,0.0,0.025872,0.0776589,0.09665699999999999,0.302,0.0,0.379,0.0416,0.11477330000000002,0.06025,0.189,0.28,0.0684,0.0927184,0.10975,0.0,0.13798619999999998,0.14775,0.0,0.14024999999999999,0.273,0.308,0.19132240000000003,0.15255000000000002,0.341,0.32,0.720887,0.2001879,0.681,0.21662330000000002,0.5374,0.2024684,0.4259862,0.7723224,0.81355,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.23789270999999998,0.0458430291,0.121218,0.05697192790000001,0.1295134,0.039481338,0.0971248536,0.11816532719999999,0.14887965,0.461925667,0.5331645688
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,D056,1,0.97,1.0,0.1373,0,0.3529,0.3333,0.3333,1,0,1,0.12,0.2083,0.25,0.5,1,0.8,0.0135,0.0,0.0,0.3333,0.75,0.0,0.75,0.75,1,0.25,0.45,1.0,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31428,0.338,0.0225172,0.0,0.077638,0.0776589,0.09665699999999999,0.302,0.0,0.379,0.02496,0.11477330000000002,0.06025,0.189,0.28,0.2736,0.004509,0.0,0.0,0.13798619999999998,0.14775,0.0,0.14024999999999999,0.273,0.308,0.082,0.15255000000000002,0.341,0.32,0.8487972,0.2519539,0.681,0.19998330000000003,0.7426,0.004509,0.4259862,0.6629999999999999,0.81355,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.280103076,0.0576974431,0.121218,0.05259560790000001,0.1789666,0.000879255,0.0971248536,0.10143899999999999,0.14887965,0.5116141270000001,0.5272893586
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,D057,1,0.98,1.0,0.0588,0,0.2941,0.5,0.5,1,0,1,0.48,0.3333,0.25,0.25,1,0.8,0.7402,0.0,0.0,0.3333,0.75,0.25,0.75,0.75,0,0.75,0.75,1.0,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.0096432,0.0,0.064702,0.1165,0.145,0.302,0.0,0.379,0.09984,0.18364830000000001,0.06025,0.0945,0.28,0.2736,0.2472268,0.0,0.0,0.13798619999999998,0.14775,0.0505,0.14024999999999999,0.273,0.0,0.246,0.25425000000000003,0.341,0.32,0.8391632,0.326202,0.681,0.34373830000000005,0.6481000000000001,0.2472268,0.47648619999999997,0.519,0.9152500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.276923856,0.074700258,0.121218,0.09040317290000002,0.15619210000000003,0.048209226,0.1086388536,0.079407,0.16749075000000002,0.5632452869000001,0.5599379296
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,D058,1,0.98,1.0,0.1961,0,0.3971,0.3333,0.3333,1,1,1,0.18,0.2083,0.25,0.0,1,0.8,0.0124,0.0,0.0,0.3333,0.0,0.0,0.75,0.75,0,0.75,0.65,1.0,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.0321604,0.0,0.08736200000000001,0.0776589,0.09665699999999999,0.302,0.319,0.379,0.037439999999999994,0.11477330000000002,0.06025,0.0,0.28,0.2736,0.0041416000000000005,0.0,0.0,0.13798619999999998,0.0,0.0,0.14024999999999999,0.273,0.0,0.246,0.22035000000000002,0.341,0.32,0.8616804,0.2616779,1.0,0.21246330000000002,0.5536000000000001,0.0041416000000000005,0.27823619999999993,0.519,0.8813500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.284354532,0.059924239100000005,0.178,0.055877847900000006,0.13341760000000003,0.0008076120000000001,0.06343785359999998,0.079407,0.16128705000000002,0.578156619,0.4383571156
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,D059,1,0.95,1.0,0.0392,0,0.2794,0.3333,0.3333,1,1,1,0.02,0.3333,0.75,0.25,1,0.8,0.0124,0.0,0.0,0.3333,0.0,0.0,0.25,0.75,1,0.75,0.7,1.0,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.3078,0.338,0.0064288,0.0,0.061467999999999995,0.0776589,0.09665699999999999,0.302,0.319,0.379,0.00416,0.18364830000000001,0.18075,0.0945,0.28,0.2736,0.0041416000000000005,0.0,0.0,0.13798619999999998,0.0,0.0,0.04675,0.273,0.308,0.246,0.2373,0.341,0.32,0.8262288000000001,0.2357839,1.0,0.3685583,0.6481000000000001,0.0041416000000000005,0.18473619999999996,0.827,0.8983000000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.27265550400000005,0.0539945131,0.178,0.0969308329,0.15619210000000003,0.0008076120000000001,0.04211985359999999,0.126531,0.1643889,0.6015808500000002,0.49003946560000006
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,D060,1,0.98,1.0,0.2157,0,0.4118,0.6,-3.4,1,0,1,0.2,0.2083,0.75,0.0,1,0.0,0.0219,0.0,0.0,0.3333,0.75,0.25,0.25,0.75,0,0.75,0.65,1.0,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.035374800000000005,0.0,0.090596,0.1398,-0.9859999999999999,0.302,0.0,0.379,0.0416,0.11477330000000002,0.18075,0.0,0.28,0.0,0.0073146,0.0,0.0,0.13798619999999998,0.14775,0.0505,0.04675,0.273,0.0,0.246,0.22035000000000002,0.341,0.32,0.8648948000000001,-0.7556039999999999,0.681,0.3371233,0.28,0.0073146,0.3829862,0.519,0.8813500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.28541528400000005,-0.173033316,0.121218,0.08866342790000001,0.06748,0.0014263470000000001,0.0873208536,0.079407,0.16128705000000002,0.3222633959000001,0.39692125060000005
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,D061,1,0.85,1.0,0.9216,0,0.6912,0.6,0.9,1,1,1,0.58,0.2083,0.75,0.25,1,1.0,0.6954,0.0,1.0,0.3333,0.0,0.0,0.25,0.75,0,0.75,0.65,1.0,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.2754,0.338,0.1511424,0.0,0.152064,0.1398,0.261,0.302,0.319,0.379,0.12063999999999998,0.11477330000000002,0.18075,0.0945,0.28,0.342,0.23226360000000001,0.0,0.227,0.13798619999999998,0.0,0.0,0.04675,0.273,0.0,0.246,0.22035000000000002,0.341,0.32,0.9385424,0.552864,1.0,0.4161633,0.7165000000000001,0.4592636,0.18473619999999996,0.519,0.8813500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.309718992,0.12660585600000002,0.178,0.10945094790000001,0.17267650000000004,0.08955640200000001,0.04211985359999999,0.079407,0.16128705000000002,0.7237757959000001,0.5450468056000001
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Analanabe,D062,1,0.95,1.0,0.0588,0,0.0441,0.0,0.0,1,1,1,0.26,0.2083,0.25,0.0,1,0.0,0.0327,0.5,0.0,0.0,0.0,0.0,0.75,0.75,1,0.6667,0.75,1.0,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.3078,0.338,0.0096432,0.0,0.009702,0.0,0.0,0.302,0.319,0.379,0.054079999999999996,0.11477330000000002,0.06025,0.0,0.28,0.0,0.0109218,0.2195,0.0,0.0,0.0,0.0,0.14024999999999999,0.273,0.308,0.2186776,0.25425000000000003,0.341,0.32,0.8294432,0.009702,1.0,0.2291033,0.28,0.2304218,0.14024999999999999,0.7996776,0.9152500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.27371625600000005,0.0022217580000000003,0.178,0.0602541679,0.06748,0.044932251000000006,0.031977,0.12235067279999999,0.16749075000000002,0.5141921819,0.4342306738
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Analanabe,D063,1,0.97,1.0,0.0196,0,0.0147,0.0,0.0,0,0,1,0.02,0.3333,0.25,0.25,1,0.8,0.0221,0.5,0.0,0.0,0.75,0.0,0.75,0.75,1,0.75,0.75,1.0,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31428,0.338,0.0032144,0.0,0.003234,0.0,0.0,0.0,0.0,0.379,0.00416,0.18364830000000001,0.06025,0.0945,0.28,0.2736,0.007381400000000001,0.2195,0.0,0.0,0.14775,0.0,0.14024999999999999,0.273,0.308,0.246,0.25425000000000003,0.341,0.0,0.8294944,0.003234,0.379,0.2480583,0.6481000000000001,0.2268814,0.288,0.827,0.5952500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.273733152,0.000740586,0.067462,0.0652393329,0.15619210000000003,0.044241873,0.065664,0.126531,0.10893075,0.4071750709,0.5015597230000001
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E001,1,0.98,1.0,0.0,0,0.0,0.4,0.8,0,1,0,0.08,0.2083,0.75,1.0,1,0.0,0.304,0.5,0.0,0.3333,0.0,1.0,0.25,0.75,1,0.1667,0.85,0.5,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.0,0.0,0.0,0.0932,0.23199999999999998,0.0,0.319,0.0,0.01664,0.11477330000000002,0.18075,0.378,0.28,0.0,0.101536,0.2195,0.0,0.13798619999999998,0.0,0.202,0.04675,0.273,0.308,0.0546776,0.28815,0.1705,0.32,0.82952,0.3252,0.319,0.31216330000000003,0.658,0.321036,0.38673620000000003,0.6356776,0.7786500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.27374160000000003,0.0744708,0.056782,0.08209894790000001,0.158578,0.06260202,0.0881758536,0.09725867279999999,0.14249295,0.48709334790000003,0.5491074964
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E002,1,0.98,1.0,0.2157,0,0.1618,0.5,0.75,0,0,0,0.54,0.2083,0.75,1.0,1,1.0,0.2885,0.5,0.0,0.3333,0.75,0.75,0.25,1.0,1,0.75,0.75,0.6667,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.035374800000000005,0.0,0.035596,0.1165,0.21749999999999997,0.0,0.0,0.0,0.11232,0.11477330000000002,0.18075,0.378,0.28,0.342,0.096359,0.2195,0.0,0.13798619999999998,0.14775,0.15150000000000002,0.04675,0.364,0.308,0.246,0.25425000000000003,0.2273447,0.0,0.8648948000000001,0.369596,0.0,0.4078433,1.0,0.315859,0.48398620000000003,0.9179999999999999,0.48159470000000004,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.28541528400000005,0.084637484,0.0,0.1072627879,0.241,0.061592505000000006,0.1103488536,0.140454,0.0881318301,0.4773155559,0.6415271887
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E003,1,0.98,1.0,0.2157,0,0.1618,0.6,0.8,0,0,1,0.46,0.2083,0.75,0.0,1,1.0,0.0327,0.5,0.0,0.3333,0.75,0.5,0.25,0.75,1,0.9167,0.75,0.6667,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.035374800000000005,0.0,0.035596,0.1398,0.23199999999999998,0.0,0.0,0.379,0.09568,0.11477330000000002,0.18075,0.0,0.28,0.342,0.0109218,0.2195,0.0,0.13798619999999998,0.14775,0.101,0.04675,0.273,0.308,0.3006776,0.25425000000000003,0.2273447,0.32,0.8648948000000001,0.407396,0.379,0.39120330000000003,0.6220000000000001,0.2304218,0.4334862,0.8816776,0.8015947000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.28541528400000005,0.093293684,0.067462,0.10288646790000001,0.149902,0.044932251000000006,0.0988348536,0.13489667279999998,0.1466918301,0.5490574359,0.5752576075
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E004,1,0.98,1.0,0.3725,0,0.2794,0.625,0.625,0,0,1,0.6,0.2083,0.25,0.75,1,0.8,0.1384,0.5,0.0,0.3333,1.0,0.25,0.75,0.75,1,0.9167,0.85,0.6667,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.061090000000000005,0.0,0.061467999999999995,0.145625,0.18125,0.0,0.0,0.379,0.1248,0.11477330000000002,0.06025,0.2835,0.28,0.2736,0.0462256,0.2195,0.0,0.13798619999999998,0.197,0.0505,0.14024999999999999,0.273,0.308,0.3006776,0.28815,0.2273447,0.0,0.89061,0.388343,0.379,0.2998233,0.8371,0.2657256,0.5257362,0.8816776,0.5154947000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.29390130000000003,0.088930547,0.067462,0.07885352790000001,0.20174109999999998,0.051816492000000006,0.1198678536,0.13489667279999998,0.09433553010000001,0.5291473749000001,0.6026576484999999
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E005,1,0.97,1.0,0.0392,0,0.0294,0.75,0.5,0,0,0,0.4,0.2083,1.0,0.0,1,1.0,0.0129,0.5,0.0,0.3333,0.75,0.5,0.0,1.0,0,0.75,0.85,1.0,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31428,0.338,0.0064288,0.0,0.006468,0.17475000000000002,0.145,0.0,0.0,0.0,0.0832,0.11477330000000002,0.241,0.0,0.28,0.342,0.0043086,0.2195,0.0,0.13798619999999998,0.14775,0.101,0.0,0.364,0.0,0.246,0.28815,0.341,0.0,0.8327088,0.326218,0.0,0.4389733,0.6220000000000001,0.2238086,0.3867362,0.61,0.6291500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.27479390400000003,0.074703922,0.0,0.11544997790000001,0.149902,0.043642677,0.08817585359999999,0.09333,0.11513445000000001,0.4649478039,0.49018498060000004
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E006,1,1.0,1.0,0.0,0,0.2353,0.25,0.75,0,1,0,0.06,0.3333,0.75,0.25,1,0.0,0.145,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0,0.0833,0.85,0.0,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.324,0.338,0.0,0.0,0.051766,0.05825,0.21749999999999997,0.0,0.319,0.0,0.01248,0.18364830000000001,0.18075,0.0945,0.28,0.0,0.04843,0.2195,0.0,0.0,0.0,0.0,0.04675,0.091,0.0,0.0273224,0.28815,0.0,0.0,0.8360000000000001,0.327516,0.319,0.3768783,0.37450000000000006,0.26793,0.04675,0.1183224,0.28815,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.27588,0.075001164,0.056782,0.09911899290000001,0.09025450000000002,0.052246350000000004,0.010659,0.018103327199999998,0.05273145,0.5067821569000001,0.22399462720000002
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E007,1,1.0,1.0,0.1176,0,0.3382,0.5,0.5,0,0,0,0.16,0.3333,0.75,0.0,1,1.0,0.3978,0.5,0.0,0.3333,0.75,0.0,0.25,0.25,0,0.3333,0.75,0.8333,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.324,0.338,0.0192864,0.0,0.074404,0.1165,0.145,0.0,0.0,0.0,0.03328,0.18364830000000001,0.18075,0.0,0.28,0.342,0.13286520000000002,0.2195,0.0,0.13798619999999998,0.14775,0.0,0.04675,0.091,0.0,0.1093224,0.25425000000000003,0.28415530000000006,0.32,0.8552864000000001,0.335904,0.0,0.39767830000000004,0.6220000000000001,0.35236520000000005,0.3324862,0.2003224,0.8584053,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.28224451200000006,0.076922016,0.0,0.10458939290000001,0.149902,0.068711214,0.0758068536,0.0306493272,0.1570881699,0.46375592090000006,0.48215756470000004
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E008,1,0.99,1.0,0.0,0,0.0,0.75,0.75,0,0,0,0.4,0.4583,0.25,0.75,1,0.0,0.3967,0.5,0.0,0.3333,0.75,0.25,0.75,0.75,1,0.3333,0.85,0.5,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.32076,0.338,0.0,0.0,0.0,0.17475000000000002,0.21749999999999997,0.0,0.0,0.0,0.0832,0.2525233,0.06025,0.2835,0.28,0.0,0.1324978,0.2195,0.0,0.13798619999999998,0.14775,0.0505,0.14024999999999999,0.273,0.308,0.1093224,0.28815,0.1705,0.0,0.83276,0.39225,0.0,0.3959733,0.5635,0.3519978,0.47648619999999997,0.6903224,0.45865,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.2748108,0.08982525,0.0,0.1041409779,0.1358035,0.06863957100000001,0.1086388536,0.1056193272,0.08393294999999999,0.4687770279,0.5026342018
