governance_type,ecological_site,Site,Region,District,Village,surveyNo,a.1.1,a.1.2,a.1.3,a.1.4,a.2.1,a.2.2,a.2.3,a.2.4,a.3.1,a.3.2,a.3.3,a.4.1,a.4.2,a.4.3,b.1.1,b.1.2,b.1.3,b.2.1,b.2.2,b.2.3,b.3.1,b.3.2,b.3.3,b.3.4,b.4.1,b.4.2,b.4.3,b.5.1,b.5.2,b.5.3,a.1,a.2,a.3,a.4,b.1,b.2,b.3,b.4,b.5,a,b
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,D057,1,0.98,1.0,0.0588,0,0.2941,0.5,0.5,1,0,1,0.48,0.3333,0.25,0.25,1,0.8,0.7402,0.0,0.0,0.3333,0.75,0.25,0.75,0.75,0,0.75,0.75,1.0,1,0.7597,0.323525,0.6666666666666666,0.3544333333333333,0.6833333333333332,0.24673333333333333,0.520825,0.5,0.9166666666666666,0.52608125,0.5735116666666666
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,D058,1,0.98,1.0,0.1961,0,0.3971,0.3333,0.3333,1,1,1,0.18,0.2083,0.25,0.0,1,0.8,0.0124,0.0,0.0,0.3333,0.0,0.0,0.75,0.75,0,0.75,0.65,1.0,1,0.794025,0.26592499999999997,1.0,0.21276666666666666,0.6,0.0041333333333333335,0.270825,0.5,0.8833333333333333,0.5681791666666666,0.45165833333333333
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,D059,1,0.95,1.0,0.0392,0,0.2794,0.3333,0.3333,1,1,1,0.02,0.3333,0.75,0.25,1,0.8,0.0124,0.0,0.0,0.3333,0.0,0.0,0.25,0.75,1,0.75,0.7,1.0,1,0.7473000000000001,0.2365,1.0,0.36776666666666663,0.6833333333333332,0.0041333333333333335,0.14582499999999998,0.8333333333333334,0.9,0.5878916666666667,0.5133249999999999
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,D060,1,0.98,1.0,0.2157,0,0.4118,0.6,-3.4,1,0,1,0.2,0.2083,0.75,0.0,1,0.0,0.0219,0.0,0.0,0.3333,0.75,0.25,0.25,0.75,0,0.75,0.65,1.0,1,0.798925,-0.59705,0.6666666666666666,0.38610000000000005,0.3333333333333333,0.0073,0.395825,0.5,0.8833333333333333,0.31366041666666666,0.4239583333333333
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,D061,1,0.85,1.0,0.9216,0,0.6912,0.6,0.9,1,1,1,0.58,0.2083,0.75,0.25,1,1.0,0.6954,0.0,1.0,0.3333,0.0,0.0,0.25,0.75,0,0.75,0.65,1.0,1,0.9429000000000001,0.5478,1.0,0.5127666666666667,0.75,0.5651333333333334,0.14582499999999998,0.5,0.8833333333333333,0.7508666666666667,0.5688583333333332
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Analanabe,D062,1,0.95,1.0,0.0588,0,0.0441,0.0,0.0,1,1,1,0.26,0.2083,0.25,0.0,1,0.0,0.0327,0.5,0.0,0.0,0.0,0.0,0.75,0.75,1,0.6667,0.75,1.0,1,0.7522000000000001,0.011025,1.0,0.23943333333333336,0.3333333333333333,0.17756666666666665,0.1875,0.8055666666666667,0.9166666666666666,0.5006645833333333,0.4841266666666666
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Analanabe,D063,1,0.97,1.0,0.0196,0,0.0147,0.0,0.0,0,0,1,0.02,0.3333,0.25,0.25,1,0.8,0.0221,0.5,0.0,0.0,0.75,0.0,0.75,0.75,1,0.75,0.75,1.0,0,0.7474,0.003675,0.3333333333333333,0.20109999999999997,0.6833333333333332,0.17403333333333335,0.375,0.8333333333333334,0.5833333333333334,0.3213770833333333,0.5298066666666668
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E001,1,0.98,1.0,0.0,0,0.0,0.4,0.8,0,1,0,0.08,0.2083,0.75,1.0,1,0.0,0.304,0.5,0.0,0.3333,0.0,1.0,0.25,0.75,1,0.1667,0.85,0.5,1,0.745,0.30000000000000004,0.3333333333333333,0.3461,0.6666666666666666,0.268,0.395825,0.6389,0.7833333333333333,0.4311083333333333,0.550545
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E002,1,0.98,1.0,0.2157,0,0.1618,0.5,0.75,0,0,0,0.54,0.2083,0.75,1.0,1,1.0,0.2885,0.5,0.0,0.3333,0.75,0.75,0.25,1.0,1,0.75,0.75,0.6667,0,0.798925,0.35295,0.0,0.49943333333333334,1.0,0.2628333333333333,0.520825,0.9166666666666666,0.47223333333333334,0.41282708333333334,0.6345116666666667
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E003,1,0.98,1.0,0.2157,0,0.1618,0.6,0.8,0,0,1,0.46,0.2083,0.75,0.0,1,1.0,0.0327,0.5,0.0,0.3333,0.75,0.5,0.25,0.75,1,0.9167,0.75,0.6667,1,0.798925,0.39045,0.3333333333333333,0.4727666666666666,0.6666666666666666,0.17756666666666665,0.458325,0.8889,0.8055666666666667,0.49886874999999997,0.599405
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E004,1,0.98,1.0,0.3725,0,0.2794,0.625,0.625,0,0,1,0.6,0.2083,0.25,0.75,1,0.8,0.1384,0.5,0.0,0.3333,1.0,0.25,0.75,0.75,1,0.9167,0.85,0.6667,0,0.838125,0.38234999999999997,0.3333333333333333,0.3527666666666667,0.85,0.2128,0.583325,0.8889,0.5055666666666666,0.47664375,0.6081183333333333
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E005,1,0.97,1.0,0.0392,0,0.0294,0.75,0.5,0,0,0,0.4,0.2083,1.0,0.0,1,1.0,0.0129,0.5,0.0,0.3333,0.75,0.5,0.0,1.0,0,0.75,0.85,1.0,0,0.7523,0.31984999999999997,0.0,0.5361,0.6666666666666666,0.17096666666666668,0.395825,0.5833333333333334,0.6166666666666667,0.4020625,0.48669166666666663
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E006,1,1.0,1.0,0.0,0,0.2353,0.25,0.75,0,1,0,0.06,0.3333,0.75,0.25,1,0.0,0.145,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0,0.0833,0.85,0.0,0,0.75,0.308825,0.3333333333333333,0.3811,0.4166666666666667,0.215,0.0625,0.11109999999999999,0.2833333333333333,0.44331458333333335,0.21772
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E007,1,1.0,1.0,0.1176,0,0.3382,0.5,0.5,0,0,0,0.16,0.3333,0.75,0.0,1,1.0,0.3978,0.5,0.0,0.3333,0.75,0.0,0.25,0.25,0,0.3333,0.75,0.8333,1,0.7794,0.33455,0.0,0.4144333333333334,0.6666666666666666,0.2992666666666666,0.333325,0.19443333333333332,0.8611,0.38209583333333336,0.47095833333333326
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E008,1,0.99,1.0,0.0,0,0.0,0.75,0.75,0,0,0,0.4,0.4583,0.25,0.75,1,0.0,0.3967,0.5,0.0,0.3333,0.75,0.25,0.75,0.75,1,0.3333,0.85,0.5,0,0.7475,0.375,0.0,0.36943333333333334,0.5833333333333334,0.2989,0.520825,0.6944333333333333,0.45,0.37298333333333333,0.5094983333333334
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E009,1,0.96,1.0,0.1569,0,0.3676,0.7143,0.7143,0,0,0,0.14,0.3333,0.75,0.0,1,0.0,0.4138,0.5,0.0,0.3333,0.75,0.5,0.25,0.75,0,0.5833,0.65,1.0,1,0.779225,0.44905000000000006,0.0,0.40776666666666667,0.3333333333333333,0.3046,0.458325,0.4444333333333333,0.8833333333333333,0.40901041666666665,0.4848049999999999
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E010,1,0.9,1.0,0.0392,0,0.0294,0.3333,0.6667,0,1,0,0.02,0.3333,0.75,0.25,1,0.0,0.3978,0.5,0.0,0.0,0.0,0.0,0.25,0.75,0,0.5,0.85,1.0,1,0.7348,0.25734999999999997,0.3333333333333333,0.36776666666666663,0.4166666666666667,0.2992666666666666,0.0625,0.4166666666666667,0.9500000000000001,0.4233125,0.42902000000000007
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E011,1,0.99,1.0,0.4314,0,0.5735,0.8182,0.8182,0,1,0,0.42,0.3333,0.75,0.0,1,0.0,0.0836,0.5,0.0,0.3333,0.0,0.25,0.25,0.75,1,0.5,0.85,1.0,0,0.85535,0.552475,0.3333333333333333,0.5011,0.3333333333333333,0.19453333333333334,0.20832499999999998,0.75,0.6166666666666667,0.5605645833333334,0.4205716666666667
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E012,1,0.98,1.0,0.1765,0,0.1324,0.75,0.75,1,1,1,0.32,0.4583,0.75,0.0,1,0.0,0.1323,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0,0.0833,0.75,1.0,0,0.789125,0.4081,1.0,0.5094333333333333,0.3333333333333333,0.21076666666666666,0.0625,0.11109999999999999,0.5833333333333334,0.6766645833333333,0.26020666666666664
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E013,1,1.0,1.0,0.1176,0,0.0882,0.3333,0.3333,1,1,1,0.2,0.4583,0.75,0.0,1,0.0,0.02,0.5,0.0,0.3333,0.0,0.0,0.25,0.75,0,0.5,0.85,1.0,0,0.7794,0.18869999999999998,1.0,0.46943333333333337,0.3333333333333333,0.17333333333333334,0.14582499999999998,0.4166666666666667,0.6166666666666667,0.6093833333333334,0.337165
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E014,1,0.99,1.0,0.0196,1,0.0147,0.5,0.5,1,1,1,0.38,0.4583,0.75,0.0,1,0.0,0.0211,0.5,0.0,0.3333,0.0,0.0,0.25,0.25,0,0.0833,0.85,1.0,0,0.7524000000000001,0.503675,1.0,0.5294333333333333,0.3333333333333333,0.1737,0.14582499999999998,0.11109999999999999,0.6166666666666667,0.6963770833333334,0.276125
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E015,1,0.92,1.0,0.6275,0,0.7206,0.3333,0.3333,0,1,1,0.62,0.4583,0.75,0.0,1,0.0,0.0482,0.5,0.0,0.3333,0.0,0.5,0.25,0.75,0,0.4167,0.75,1.0,0,0.886875,0.3468,0.6666666666666666,0.6094333333333334,0.3333333333333333,0.18273333333333333,0.270825,0.3889,0.5833333333333334,0.62744375,0.351825
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E016,1,0.99,1.0,0.4118,0,0.5588,0.3333,0.6667,0,0,1,0.4,0.4583,0.75,0.0,1,0.0,0.0482,0.5,0.0,0.3333,0.75,0.25,0.25,0.75,1,0.5,0.75,1.0,1,0.85045,0.38969999999999994,0.3333333333333333,0.5361,0.3333333333333333,0.18273333333333333,0.395825,0.75,0.9166666666666666,0.5273958333333333,0.5157116666666666
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E017,1,0.99,1.0,0.6667,0,0.5,0.5,0.8333,0,1,1,0.78,0.4583,0.75,0.0,1,0.0,0.1124,0.5,0.0,0.3333,0.0,0.5,0.25,0.75,1,0.4167,0.85,1.0,0,0.9141750000000001,0.458325,0.6666666666666666,0.6627666666666666,0.3333333333333333,0.20413333333333336,0.270825,0.7222333333333334,0.6166666666666667,0.6754833333333333,0.4294383333333333
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E018,1,0.98,1.0,0.098,0,0.0735,0.6667,0.8333,0,1,1,0.42,0.4583,0.75,0.0,1,0.0,0.0709,0.5,0.0,0.3333,0.0,0.5,0.25,0.75,1,0.3333,0.85,1.0,0,0.7695,0.39337500000000003,0.6666666666666666,0.5427666666666666,0.3333333333333333,0.1903,0.270825,0.6944333333333333,0.6166666666666667,0.5930770833333333,0.42111166666666666
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E019,1,0.98,1.0,0.0,0,0.0,0.5,0.5,0,1,0,0.18,0.4583,0.75,0.25,1,0.0,0.1699,0.5,0.0,0.3333,0.0,0.5,0.25,0.75,1,0.4167,0.85,1.0,1,0.745,0.25,0.3333333333333333,0.4627666666666667,0.4166666666666667,0.22329999999999997,0.270825,0.7222333333333334,0.9500000000000001,0.44777500000000003,0.516605
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E020,1,0.99,1.0,0.3922,1,0.5441,0.75,0.75,0,1,0,0.38,0.2083,0.75,0.0,1,0.0,0.0619,0.5,0.0,0.3333,0.0,0.25,0.25,0.75,0,0.25,0.85,1.0,0,0.84555,0.7610250000000001,0.3333333333333333,0.4461,0.3333333333333333,0.1873,0.20832499999999998,0.3333333333333333,0.6166666666666667,0.5965020833333333,0.33579166666666665
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E021,1,0.98,1.0,0.3137,0,0.4853,0.3333,0.3333,0,1,1,0.3,0.4583,0.25,0.0,1,1.0,0.4561,0.5,0.0,0.3333,0.0,0.25,0.75,0.25,1,0.3333,0.85,0.6667,0,0.823425,0.287975,0.6666666666666666,0.3361,0.6666666666666666,0.3187,0.333325,0.5277666666666666,0.5055666666666666,0.5285416666666667,0.47040499999999996
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E022,1,0.99,1.0,0.2549,1,0.4412,0.3333,0.3333,0,1,0,0.24,0.3333,0.75,0.0,1,0.0,0.97,0.5,0.0,0.3333,0.0,0.25,0.25,0.75,1,0.4167,0.85,1.0,0,0.8112250000000001,0.52695,0.3333333333333333,0.4411,0.3333333333333333,0.49,0.20832499999999998,0.7222333333333334,0.6166666666666667,0.5281520833333333,0.47411166666666665
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,E023,1,0.95,1.0,0.1961,0,0.1471,0.625,0.75,0,1,1,0.18,0.4583,0.75,0.25,1,0.8,0.39,0.5,0.0,0.3333,0.0,0.0,0.25,0.25,0,0.25,0.85,1.0,0,0.786525,0.380525,0.6666666666666666,0.4627666666666667,0.6833333333333332,0.2966666666666667,0.14582499999999998,0.16666666666666666,0.6166666666666667,0.5741208333333333,0.3818316666666667
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,E024,1,0.94,1.0,0.2941,0,0.2206,0.5,0.5,0,0,1,0.62,0.0833,0.25,0.0,1,1.0,0.496,0.75,0.0,0.6667,1.0,0.25,0.75,0.75,1,0.4167,0.75,1.0,0,0.8085249999999999,0.30515000000000003,0.3333333333333333,0.3177666666666667,0.6666666666666666,0.41533333333333333,0.666675,0.7222333333333334,0.5833333333333334,0.44119375,0.6108483333333334
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,E025,1,0.97,1.0,0.4706,0,0.6029,0.75,0.75,0,0,1,0.46,0.3333,0.75,0.0,1,0.8,0.2527,0.75,0.0,0.3333,0.75,0.75,0.25,0.25,0,0.25,0.75,1.0,0,0.86015,0.525725,0.3333333333333333,0.5144333333333333,0.6,0.3342333333333333,0.520825,0.16666666666666666,0.5833333333333334,0.5584104166666666,0.44101166666666664
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,E026,1,0.97,1.0,0.3529,0,0.5147,0.6667,0.6667,0,0,1,0.34,0.4583,0.5,0.25,1,0.0,0.0918,0.75,0.0,0.3333,0.75,0.0,0.5,0.75,1,0.25,0.75,1.0,1,0.8307249999999999,0.462025,0.3333333333333333,0.4327666666666667,0.4166666666666667,0.2806,0.395825,0.6666666666666666,0.9166666666666666,0.5147124999999999,0.5352849999999999
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,E027,1,0.97,1.0,0.2745,0,0.2059,0.5556,0.6667,0,0,1,0.74,0.3333,0.25,0.0,1,1.0,0.073,0.75,0.0,0.3333,0.75,0.0,0.75,0.75,0,0.6667,0.75,1.0,1,0.811125,0.35705,0.3333333333333333,0.4411,0.6666666666666666,0.2743333333333333,0.458325,0.47223333333333334,0.9166666666666666,0.4856520833333333,0.557645
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,E028,1,0.98,1.0,0.1176,0,0.3382,0.4286,0.5714,0,0,1,0.6,0.0833,0.25,0.25,1,0.0,0.1416,0.75,0.0,0.0,0.75,0.25,0.75,1.0,0,0.8333,0.75,1.0,1,0.7744,0.33455,0.3333333333333333,0.3111,0.4166666666666667,0.29719999999999996,0.4375,0.6111,0.9166666666666666,0.4383458333333333,0.5358266666666667
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,E029,1,0.96,1.0,0.1765,1,0.1324,0.625,0.75,1,0,1,0.32,0.3333,0.25,0.25,1,0.0,0.2474,0.75,0.0,0.3333,0.75,0.25,0.75,0.75,1,0.25,0.75,1.0,1,0.784125,0.62685,0.6666666666666666,0.3011,0.4166666666666667,0.3324666666666667,0.520825,0.6666666666666666,0.9166666666666666,0.5946854166666666,0.5706583333333333
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,E030,1,0.98,1.0,0.098,1,0.0735,0.6667,0.7778,1,0,0,0.36,0.3333,0.25,0.0,1,1.0,0.496,0.75,0.0,0.3333,0.75,0.25,0.75,0.75,1,0.3333,0.65,1.0,1,0.7695,0.6295,0.3333333333333333,0.31443333333333334,0.6666666666666666,0.41533333333333333,0.520825,0.6944333333333333,0.8833333333333333,0.5116916666666667,0.6361183333333333
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,E031,1,0.9,1.0,0.1765,0,0.1324,0.0,0.5,1,1,1,0.12,0.0833,0.5,0.0,1,0.0,0.0801,0.75,0.0,0.3333,0.0,0.25,0.5,0.75,0,0.4167,0.75,1.0,0,0.769125,0.1581,1.0,0.23443333333333335,0.3333333333333333,0.2767,0.270825,0.3889,0.5833333333333334,0.5404145833333334,0.3706183333333334
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Besakoa,E032,1,0.96,1.0,0.1961,0,0.1471,0.4545,0.6364,1,0,1,0.72,0.3333,0.25,0.25,1,0.2,0.1866,0.75,0.0,0.3333,0.75,0.25,0.75,0.25,0,0.4167,0.8,1.0,0,0.789025,0.3095,0.6666666666666666,0.4344333333333333,0.48333333333333334,0.3122,0.520825,0.22223333333333337,0.6,0.5499062499999999,0.4277183333333333
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E033,1,0.99,1.0,0.0784,0,0.0588,0.5,0.75,0,0,0,0.34,0.0833,0.25,0.0,1,0.0,0.079,0.25,0.0,0.3333,0.75,0.0,0.75,0.75,0,0.25,0.6,1.0,1,0.7671,0.3272,0.0,0.22443333333333335,0.3333333333333333,0.10966666666666668,0.458325,0.3333333333333333,0.8666666666666667,0.32968333333333333,0.420265
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E034,1,0.9,1.0,0.0588,0,0.0441,0.3333,0.3333,0,0,0,0.12,0.3333,0.5,0.25,1,0.0,0.1471,0.25,0.0,0.6667,0.75,0.0,0.5,0.75,1,0.25,0.6,1.0,0,0.7397,0.17767499999999997,0.0,0.3177666666666667,0.4166666666666667,0.13236666666666666,0.479175,0.6666666666666666,0.5333333333333333,0.3087854166666667,0.44564166666666666
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E035,1,0.99,1.0,0.5294,0,0.6471,0.5556,0.7778,0,0,0,0.52,0.3333,0.5,0.0,1,0.0,0.1246,0.25,0.0,0.3333,0.75,0.0,0.5,0.75,0,0.0833,0.6,1.0,0,0.87985,0.49512500000000004,0.0,0.4511,0.3333333333333333,0.12486666666666667,0.395825,0.27776666666666666,0.5333333333333333,0.45651875000000003,0.333025
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E036,1,0.99,1.0,0.7059,0,0.7794,0.3333,0.6667,1,0,0,0.7,0.3333,0.5,0.0,1,0.0,0.1267,0.25,0.0,0.3333,0.75,0.0,0.5,0.75,0,0.3333,0.6,1.0,0,0.923975,0.44484999999999997,0.3333333333333333,0.5111,0.3333333333333333,0.1255666666666667,0.395825,0.3611,0.5333333333333333,0.5533145833333333,0.34983166666666665
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E037,1,0.99,1.0,0.549,0,0.6618,0.4,0.6,1,0,0,0.54,0.3333,0.5,0.0,1,0.0,0.1196,0.25,0.0,0.3333,0.75,0.0,0.5,0.75,0,0.25,0.6,1.0,0,0.88475,0.41545,0.3333333333333333,0.45776666666666666,0.3333333333333333,0.12319999999999999,0.395825,0.3333333333333333,0.5333333333333333,0.522825,0.34380499999999997
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E038,1,0.99,1.0,0.3725,0,0.5294,0.6667,0.6667,1,0,1,0.36,0.3333,0.5,0.0,1,0.0,0.0907,0.25,0.0,0.3333,0.75,0.0,0.5,0.25,0,0.1667,0.6,1.0,0,0.8406250000000001,0.4657,0.6666666666666666,0.39776666666666666,0.3333333333333333,0.11356666666666666,0.395825,0.1389,0.5333333333333333,0.5926895833333333,0.30299166666666666
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E039,1,0.98,1.0,0.0392,0,0.2794,0.0,0.0,1,0,1,0.14,0.2083,0.5,0.0,1,0.0,0.073,0.25,0.0,0.3333,0.75,0.0,0.5,0.75,0,0.25,0.5,0.3333,1,0.7548,0.06985,0.6666666666666666,0.28276666666666667,0.3333333333333333,0.10766666666666667,0.395825,0.3333333333333333,0.6111,0.4435208333333333,0.35625166666666663
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E040,1,0.95,1.0,0.1569,0,0.1176,0.5,0.5,0,0,1,0.32,0.3333,0.5,0.25,1,0.8,0.205,0.25,0.0,0.3333,0.75,0.5,0.5,0.75,0,0.0833,0.65,0.3333,0,0.776725,0.2794,0.3333333333333333,0.38443333333333335,0.6833333333333332,0.15166666666666664,0.520825,0.27776666666666666,0.3277666666666667,0.44347291666666666,0.3922716666666667
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E041,1,0.97,1.0,0.1765,0,0.1324,0.5,0.5,1,0,0,0.18,0.3333,0.75,0.0,1,0.0,0.3606,0.25,0.0,0.3333,0.75,0.0,0.25,0.25,0,0.1667,0.6,0.3333,0,0.7866249999999999,0.2831,0.3333333333333333,0.42110000000000003,0.3333333333333333,0.20353333333333334,0.333325,0.1389,0.3111,0.45603958333333333,0.26403833333333326
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E042,1,0.99,1.0,0.0392,0,0.2794,0.3333,0.3333,1,0,1,0.02,0.2083,0.75,0.25,1,0.0,0.1731,0.25,0.0,0.3333,0.75,0.0,0.25,0.25,1,0.25,0.7,1.0,1,0.7573000000000001,0.2365,0.6666666666666666,0.3261,0.4166666666666667,0.14103333333333334,0.333325,0.5,0.9,0.4966416666666667,0.458205
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E043,1,0.99,1.0,0.4314,0,0.5735,0.625,0.75,1,0,1,0.42,0.2083,0.75,0.0,1,0.0,0.0915,0.25,0.0,0.3333,0.75,0.0,0.25,0.75,0,0.25,0.6,1.0,0,0.85535,0.48712500000000003,0.6666666666666666,0.4594333333333333,0.3333333333333333,0.11383333333333334,0.333325,0.3333333333333333,0.5333333333333333,0.61714375,0.3294316666666666
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E044,1,0.98,1.0,0.4314,0,0.5735,0.5,0.6667,1,0,1,0.42,0.3333,0.75,0.0,1,0.0,0.2151,0.25,0.0,0.3333,0.75,0.0,0.25,0.25,1,0.1667,0.5,1.0,0,0.85285,0.43505000000000005,0.6666666666666666,0.5011,0.3333333333333333,0.15503333333333333,0.333325,0.47223333333333334,0.5,0.6139166666666667,0.358785
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E045,1,0.99,1.0,0.0784,0,0.3088,0.3333,0.3333,1,0,0,0.06,0.3333,0.75,0.0,1,0.2,0.5067,0.25,0.0,0.3333,0.75,0.0,0.25,0.25,0,0.25,0.75,1.0,0,0.7671,0.24385,0.3333333333333333,0.3811,0.39999999999999997,0.25223333333333336,0.333325,0.16666666666666666,0.5833333333333334,0.4313458333333333,0.3471116666666667
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E046,1,0.98,1.0,0.0392,0,0.0294,0.3333,0.3333,1,1,1,0.1,0.0833,0.25,0.0,1,0.0,0.0306,0.25,0.0,0.3333,0.0,0.0,0.75,0.25,1,0.1667,0.75,1.0,0,0.7548,0.174,1.0,0.14443333333333333,0.3333333333333333,0.09353333333333334,0.270825,0.47223333333333334,0.5833333333333334,0.5183083333333334,0.35065166666666664
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E047,1,0.99,1.0,0.0784,0,0.0588,0.6,0.6,1,0,1,0.46,0.4583,0.25,0.25,1,0.8,0.2877,0.25,0.0,0.3333,1.0,0.0,0.75,0.75,0,0.25,0.65,1.0,0,0.7671,0.3147,0.6666666666666666,0.3894333333333333,0.6833333333333332,0.17923333333333336,0.520825,0.3333333333333333,0.5499999999999999,0.5344749999999999,0.45334499999999994
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E048,1,0.98,1.0,0.1373,0,0.3529,0.3333,0.3333,1,0,1,0.12,0.3333,0.5,0.25,1,0.8,0.096,0.25,0.0,0.3333,0.75,0.0,0.5,0.75,1,0.25,0.6,1.0,0,0.779325,0.25487499999999996,0.6666666666666666,0.3177666666666667,0.6833333333333332,0.11533333333333333,0.395825,0.6666666666666666,0.5333333333333333,0.5046583333333333,0.47889833333333326
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E049,1,0.98,1.0,0.2549,0,0.4412,0.5,0.5,1,0,0,0.24,0.3333,0.75,0.25,1,0.8,0.0879,0.25,0.0,0.3333,0.75,0.0,0.25,0.25,0,0.25,0.6,0.5,0,0.808725,0.3603,0.3333333333333333,0.4411,0.6833333333333332,0.11263333333333332,0.333325,0.16666666666666666,0.3666666666666667,0.4858645833333333,0.332525
