governance_type,ecological_site,Site,Region,District,Village,surveyNo,a_1_1_Employment_status,a_1_1_weight,a_1_1_weighted,a_1_2_Percentage_of_catch_from_fishing_sold,a_1_2_weight,a_1_2_weighted,a_1_3_Percentage_of_income_from_the_main_activity,a_1_3_weight,a_1_3_weighted,a_1_4_Time_conducting_the_activity,a_1_4_weight,a_1_4_weighted,a_1_Livelihood_sum,a_1_Livelihood_weight,a_1_Livelihood_weighted,a_2_1_Gender,a_2_1_weight,a_2_1_weighted,a_2_2_Years_living_in_the_village,a_2_2_weight,a_2_2_weighted,a_2_3_Percentage_of_children_in_the_family_members,a_2_3_weight,a_2_3_weighted,a_2_4_Family_dependency,a_2_4_weight,a_2_4_weighted,a_2_Demographic_sum,a_2_Demographic_weight,a_2_Demographic_weighted,a_3_1_Appreciation_of_biodiversity,a_3_1_weight,a_3_1_weighted,a_3_2_Identity_and_pride,a_3_2_weight,a_3_2_weighted,a_3_3_Appreciation_of_lifestyle,a_3_3_weight,a_3_3_weighted,a_3_Cultural_sum,a_3_Cultural_weight,a_3_Cultural_weighted,a_4_1_Age,a_4_1_weight,a_4_1_weighted,a_4_2_Food_security_and_wellbeing,a_4_2_weight,a_4_2_weighted,a_4_3_Sense_of_place,a_4_3_weight,a_4_3_weighted,a_4_health_sum,a_4_health_weight,a_4_health_weighted,a_SENSITIVITY,b_1_1_Level_of_education,b_1_1_weight,b_1_1_weighted,b_1_2_Knowledge_of_rules,b_1_2_weight,b_1_2_weighted,b_1_3_Access_to_information,b_1_3_weight,b_1_3_weighted,b_1_learning_sum,b_1_learning_weight,b_1_learning_weighted,b_2_1_Material_style_of_life,b_2_1_weight,b_2_1_weighted,b_2_2_Community_infrastructures,b_2_2_weight,b_2_2_weighted,b_2_3_Access_to_credit,b_2_3_weight,b_2_3_weighted,b_2_Assets_sum,b_2_Assets_weight,b_2_Assets_weighted,b_3_1_Livelihood_multiplicity,b_3_1_weight,b_3_1_weighted,b_3_2_Adapt_to_live_without_fishing,b_3_2_weight,b_3_2_weighted,b_3_3_Gear,b_3_3_weight,b_3_3_weighted,b_3_4_Spatial_mobility,b_3_4_weight,b_3_4_weighted,b_3_Flexibility_sum,b_3_Flexibility_weight,b_3_Flexibility_weighted,b_4_1_Perceived_capacity_to_change,b_4_1_weight,b_4_1_weighted,b_4_2_Recognition_of_causality,b_4_2_weight,b_4_2_weighted,b_4_3_Level_of_participation,b_4_3_weight,b_4_3_weighted,b_4_agency_Sum,b_4_agency_weight,b_4_agency_weighted,b_5_1_Trust_in_organization,b_5_1_weight,b_5_1_weighted,b_5_2_Community_cohesion,b_5_2_weight,b_5_2_weighted,b_5_3_Linking_Social_capital,b_5_3_weight,b_5_3_weighted,b_5_organization_sum,b_5_Organization_weight,b_5_Organization_weighted,b_ADAPTIVE_CAPACITY,c_vulnerability_EQUAL_adaptive_capacity_MINUS_sensitivity,quadrant
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E046,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.0392,0.164,0.0075,0.8101,0.33,0.2613,0,0.257,0,0.0294,0.22,0.006,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.1968,0.229,0.0462,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.1,0.208,0.0229,0.0833,0.551,0.0412,0.25,0.241,0.0691,0.1332,0.263,0.0359,0.5165,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.0306,0.334,0.0101,0.25,0.429619722,0.1074,0,0.23970222,0,0.1175,0.201948503,0.0237,0.3333,0.38069361,0.1269,0,0.214992669,0,0,0.20862622,0,0.75,0.195687501,0.1468,0.2737,0.213724639,0.0585,0.25,0.363267572,0.0908,1,0.309709252,0.3097,0.1667,0.327023177,0.0545,0.455,0.151246925,0.0688,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.328,-0.1885068,q3
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E047,1,0.174,0.2474,0.99,0.324,0.2577,1,0.338,0.3001,0.0784,0.164,0.0151,0.8203,0.33,0.2645,0,0.257,0,0.0588,0.22,0.0121,0.6,0.233,0.1362,0.6,0.29,0.2071,0.3555,0.229,0.0834,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.46,0.208,0.1053,0.4583,0.551,0.2268,0.25,0.241,0.0691,0.4012,0.263,0.1082,0.5748,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.2877,0.334,0.0951,0.25,0.429619722,0.1074,0,0.23970222,0,0.2025,0.201948503,0.0409,0.3333,0.38069361,0.1269,1,0.214992669,0.215,0,0.20862622,0,0.75,0.195687501,0.1468,0.4887,0.213724639,0.1044,0.75,0.363267572,0.2725,0,0.309709252,0,0.25,0.327023177,0.0818,0.3542,0.151246925,0.0536,0.65,0.325747012,0.2117,1,0.342611092,0.3426,0,0.331641896,0,0.5543,0.181907181,0.1008,0.4625,-0.1122988,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E048,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.1373,0.164,0.0264,0.829,0.33,0.2673,0,0.257,0,0.3529,0.22,0.0724,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.2632,0.229,0.0618,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.12,0.208,0.0275,0.3333,0.551,0.165,0.5,0.241,0.1381,0.3306,0.263,0.0891,0.5369,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.096,0.334,0.0317,0.25,0.429619722,0.1074,0,0.23970222,0,0.1391,0.201948503,0.0281,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0,0.20862622,0,0.5,0.195687501,0.0978,0.386,0.213724639,0.0825,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.6639,0.151246925,0.1004,0.6,0.325747012,0.1954,1,0.342611092,0.3426,0,0.331641896,0,0.5381,0.181907181,0.0979,0.4716,-0.0652843,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E049,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.2549,0.164,0.049,0.8516,0.33,0.2746,0,0.257,0,0.4412,0.22,0.0906,0.5,0.233,0.1135,0.5,0.29,0.1726,0.3767,0.229,0.0884,1,0.302,0.3136,0,0.319,0,0,0.379,0,0.3136,0.178,0.0543,0.24,0.208,0.0549,0.3333,0.551,0.165,0.75,0.241,0.2072,0.4271,0.263,0.1152,0.5325,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.0879,0.334,0.0291,0.25,0.429619722,0.1074,0,0.23970222,0,0.1365,0.201948503,0.0276,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0,0.20862622,0,0.25,0.195687501,0.0489,0.3371,0.213724639,0.072,0.25,0.363267572,0.0908,0,0.309709252,0,0.25,0.327023177,0.0818,0.1726,0.151246925,0.0261,0.6,0.325747012,0.1954,0.5,0.342611092,0.1713,0,0.331641896,0,0.3668,0.181907181,0.0667,0.3551,-0.1773884,q3
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E050,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.2157,0.164,0.0415,0.844,0.33,0.2722,0,0.257,0,0.1912,0.22,0.0392,0.6667,0.233,0.1514,0.6667,0.29,0.2302,0.4208,0.229,0.0987,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.2,0.208,0.0458,0.4583,0.551,0.2268,0.25,0.241,0.0691,0.3417,0.263,0.0921,0.6362,0.5,0.378,0.1892,1,0.28,0.2796,0.2,0.342,0.0684,0.5372,0.241,0.1349,0.2903,0.334,0.096,0.25,0.429619722,0.1074,0,0.23970222,0,0.2034,0.201948503,0.0411,0.3333,0.38069361,0.1269,0,0.214992669,0,0,0.20862622,0,0.75,0.195687501,0.1468,0.2737,0.213724639,0.0585,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.6639,0.151246925,0.1004,0.6,0.325747012,0.1954,0.3333,0.342611092,0.1142,0,0.331641896,0,0.3097,0.181907181,0.0563,0.3912,-0.245014,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E051,1,0.174,0.2474,0.99,0.324,0.2577,1,0.338,0.3001,0.0392,0.164,0.0075,0.8127,0.33,0.2621,0,0.257,0,0.0294,0.22,0.006,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.1968,0.229,0.0462,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.28,0.208,0.0641,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.4981,0.263,0.1343,0.5612,0,0.378,0,0,0.28,0,0.4,0.342,0.1368,0.1368,0.241,0.0344,0.0481,0.334,0.0159,0.25,0.429619722,0.1074,0,0.23970222,0,0.1233,0.201948503,0.0249,0.6667,0.38069361,0.2538,0.75,0.214992669,0.1612,0,0.20862622,0,0.25,0.195687501,0.0489,0.464,0.213724639,0.0992,0.75,0.363267572,0.2725,0,0.309709252,0,0.25,0.327023177,0.0818,0.3542,0.151246925,0.0536,0.65,0.325747012,0.2117,0.5,0.342611092,0.1713,0,0.331641896,0,0.383,0.181907181,0.0697,0.2817,-0.2795616,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E052,1,0.174,0.2474,0.99,0.324,0.2577,1,0.338,0.3001,0.1176,0.164,0.0226,0.8278,0.33,0.267,0,0.257,0,0.0882,0.22,0.0181,0.6667,0.233,0.1514,0.6667,0.29,0.2302,0.3997,0.229,0.0938,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.32,0.208,0.0732,0.3333,0.551,0.165,0.5,0.241,0.1381,0.3763,0.263,0.1015,0.6354,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.21,0.334,0.0694,0.25,0.429619722,0.1074,0,0.23970222,0,0.1769,0.201948503,0.0357,0.3333,0.38069361,0.1269,0.5,0.214992669,0.1075,0.25,0.20862622,0.0522,0.5,0.195687501,0.0978,0.3844,0.213724639,0.0822,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.6639,0.151246925,0.1004,0.75,0.325747012,0.2443,0.5,0.342611092,0.1713,0,0.331641896,0,0.4156,0.181907181,0.0756,0.4328,-0.2025678,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E053,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.4314,0.164,0.0829,0.8855,0.33,0.2856,0,0.257,0,0.5735,0.22,0.1177,0.6,0.233,0.1362,0.6,0.29,0.2071,0.4611,0.229,0.1082,1,0.302,0.3136,0,0.319,0,0,0.379,0,0.3136,0.178,0.0543,0.42,0.208,0.0961,0.3333,0.551,0.165,0.5,0.241,0.1381,0.3992,0.263,0.1077,0.5557,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.2662,0.334,0.088,0.25,0.429619722,0.1074,0,0.23970222,0,0.1954,0.201948503,0.0395,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0,0.20862622,0,0.5,0.195687501,0.0978,0.386,0.213724639,0.0825,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.6639,0.151246925,0.1004,0.65,0.325747012,0.2117,0.5,0.342611092,0.1713,0,0.331641896,0,0.383,0.181907181,0.0697,0.431,-0.1247343,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E054,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.8235,0.164,0.1583,0.9609,0.33,0.3099,0,0.257,0,0.8676,0.22,0.1781,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.3689,0.229,0.0866,0,0.302,0,1,0.319,0.315,1,0.379,0.3715,0.6864,0.178,0.1189,0.82,0.208,0.1877,0.3333,0.551,0.165,0.75,0.241,0.2072,0.5598,0.263,0.151,0.6663,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.1926,0.334,0.0637,0.25,0.429619722,0.1074,0,0.23970222,0,0.1711,0.201948503,0.0346,0.3333,0.38069361,0.1269,0.5,0.214992669,0.1075,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.3355,0.213724639,0.0717,0.75,0.363267572,0.2725,0,0.309709252,0,0.3333,0.327023177,0.109,0.3815,0.151246925,0.0577,0.75,0.325747012,0.2443,1,0.342611092,0.3426,1,0.331641896,0.3316,0.9186,0.181907181,0.1671,0.47,-0.1962981,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E055,1,0.174,0.2474,0.97,0.324,0.2525,1,0.338,0.3001,0.5686,0.164,0.1093,0.9093,0.33,0.2932,0,0.257,0,0.6765,0.22,0.1389,0.6667,0.233,0.1514,0.6667,0.29,0.2302,0.5204,0.229,0.1221,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.56,0.208,0.1282,0.3333,0.551,0.165,0.5,0.241,0.1381,0.4313,0.263,0.1163,0.6503,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.1661,0.334,0.0549,0.25,0.429619722,0.1074,0,0.23970222,0,0.1623,0.201948503,0.0328,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0.5,0.195687501,0.0978,0.4381,0.213724639,0.0936,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.6639,0.151246925,0.1004,0.75,0.325747012,0.2443,0.6667,0.342611092,0.2284,0,0.331641896,0,0.4727,0.181907181,0.086,0.4518,-0.1985074,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E056,1,0.174,0.2474,0.7,0.324,0.1822,1,0.338,0.3001,0.1373,0.164,0.0264,0.7561,0.33,0.2438,0,0.257,0,0.3529,0.22,0.0724,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.2632,0.229,0.0618,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.12,0.208,0.0275,0.2083,0.551,0.1031,0.5,0.241,0.1381,0.2687,0.263,0.0725,0.4424,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.0248,0.334,0.0082,0.25,0.429619722,0.1074,0,0.23970222,0,0.1156,0.201948503,0.0233,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0.5,0.195687501,0.0978,0.4381,0.213724639,0.0936,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.6639,0.151246925,0.1004,0.75,0.325747012,0.2443,0.3333,0.342611092,0.1142,1,0.331641896,0.3316,0.6902,0.181907181,0.1255,0.4991,0.0566823,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E057,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.1765,0.164,0.0339,0.8287,0.33,0.2673,0,0.257,0,0.3824,0.22,0.0785,0.5,0.233,0.1135,0.5,0.29,0.1726,0.3646,0.229,0.0856,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.16,0.208,0.0366,0.3333,0.551,0.165,0.75,0.241,0.2072,0.4088,0.263,0.1102,0.5274,0.25,0.378,0.0946,1,0.28,0.2796,0.2,0.342,0.0684,0.4426,0.241,0.1112,0.0348,0.334,0.0115,0.25,0.429619722,0.1074,0,0.23970222,0,0.1189,0.201948503,0.024,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.3892,0.213724639,0.0832,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.6639,0.151246925,0.1004,0.65,0.325747012,0.2117,1,0.342611092,0.3426,0,0.331641896,0,0.5543,0.181907181,0.1008,0.4196,-0.1077648,q3
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E058,1,0.174,0.2474,0.97,0.324,0.2525,1,0.338,0.3001,0,0.164,0,0.8,0.33,0.258,0,0.257,0,0,0.22,0,0,0.233,0,0,0.29,0,0,0.229,0,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.1,0.208,0.0229,0.2083,0.551,0.1031,0.75,0.241,0.2072,0.3332,0.263,0.0898,0.521,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.0598,0.334,0.0198,0.25,0.429619722,0.1074,0,0.23970222,0,0.1272,0.201948503,0.0257,0.3333,0.38069361,0.1269,0,0.214992669,0,0,0.20862622,0,0.25,0.195687501,0.0489,0.1758,0.213724639,0.0376,0.25,0.363267572,0.0908,0,0.309709252,0,0.25,0.327023177,0.0818,0.1726,0.151246925,0.0261,0.5,0.325747012,0.1629,0.3333,0.342611092,0.1142,1,0.331641896,0.3316,0.6087,0.181907181,0.1107,0.2703,-0.250705,q3
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E059,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.3725,0.164,0.0716,0.8742,0.33,0.2819,0,0.257,0,0.5294,0.22,0.1087,0.6,0.233,0.1362,0.6,0.29,0.2071,0.4521,0.229,0.1061,0,0.302,0,1,0.319,0.315,0,0.379,0,0.315,0.178,0.0545,0.36,0.208,0.0824,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.5164,0.263,0.1393,0.5818,0,0.378,0,0,0.28,0,0,0.342,0,0,0.241,0,0.0666,0.334,0.022,0.25,0.429619722,0.1074,0,0.23970222,0,0.1294,0.201948503,0.0261,0.3333,0.38069361,0.1269,0,0.214992669,0,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.228,0.213724639,0.0487,0.25,0.363267572,0.0908,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.4823,0.151246925,0.0729,0.6,0.325747012,0.1954,1,0.342611092,0.3426,0,0.331641896,0,0.5381,0.181907181,0.0979,0.2457,-0.3361276,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E060,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.3333,0.164,0.0641,0.8588,0.33,0.277,1,0.257,0.2224,0.5,0.22,0.1026,0.6667,0.233,0.1514,0.6667,0.29,0.2302,0.7066,0.229,0.1658,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.64,0.208,0.1465,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.5805,0.263,0.1565,0.7725,0,0.378,0,0,0.28,0,0.8,0.342,0.2736,0.2736,0.241,0.0687,0.0677,0.334,0.0224,0.25,0.429619722,0.1074,0,0.23970222,0,0.1298,0.201948503,0.0262,0.3333,0.38069361,0.1269,0,0.214992669,0,0,0.20862622,0,0.25,0.195687501,0.0489,0.1758,0.213724639,0.0376,0.25,0.363267572,0.0908,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.4823,0.151246925,0.0729,0.6,0.325747012,0.1954,1,0.342611092,0.3426,0,0.331641896,0,0.5381,0.181907181,0.0979,0.3033,-0.4691631,q2
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,E061,1,0.174,0.2474,0.99,0.324,0.2577,1,0.338,0.3001,0.451,0.164,0.0867,0.8919,0.33,0.2876,0,0.257,0,0.3382,0.22,0.0694,0.6,0.233,0.1362,0.8,0.29,0.2762,0.4819,0.229,0.1131,0,0.302,0,1,0.319,0.315,1,0.379,0.3715,0.6864,0.178,0.1189,0.46,0.208,0.1053,0.3333,0.551,0.165,0.75,0.241,0.2072,0.4774,0.263,0.1288,0.6483,0.25,0.378,0.0946,1,0.28,0.2796,0,0.342,0,0.3742,0.241,0.094,0.3983,0.334,0.1317,0.5,0.429619722,0.2148,0,0.23970222,0,0.3465,0.201948503,0.07,0,0.38069361,0,0,0.214992669,0,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.1011,0.213724639,0.0216,1,0.363267572,0.3633,1,0.309709252,0.3097,0.75,0.327023177,0.2453,0.9182,0.151246925,0.1389,0.55,0.325747012,0.1792,0.5,0.342611092,0.1713,0,0.331641896,0,0.3505,0.181907181,0.0638,0.3882,-0.2601243,q2
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,E062,1,0.174,0.2474,0.99,0.324,0.2577,1,0.338,0.3001,0.3725,0.164,0.0716,0.8768,0.33,0.2828,0,0.257,0,0.2794,0.22,0.0574,0.6,0.233,0.1362,0.8,0.29,0.2762,0.4698,0.229,0.1102,0,0.302,0,1,0.319,0.315,0,0.379,0,0.315,0.178,0.0545,0.36,0.208,0.0824,0.3333,0.551,0.165,0.25,0.241,0.0691,0.3164,0.263,0.0853,0.5329,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.2626,0.334,0.0868,0.5,0.429619722,0.2148,0,0.23970222,0,0.3016,0.201948503,0.0609,0.3333,0.38069361,0.1269,0,0.214992669,0,0.75,0.20862622,0.1565,0.75,0.195687501,0.1468,0.4301,0.213724639,0.0919,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.6667,0.327023177,0.218,0.8002,0.151246925,0.121,0.65,0.325747012,0.2117,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.7718,0.181907181,0.1404,0.4845,-0.048395,q4
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,E063,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0,0.164,0,0.8026,0.33,0.2588,0,0.257,0,0,0.22,0,0.75,0.233,0.1703,0.9167,0.29,0.3165,0.4868,0.229,0.1142,0,0.302,0,1,0.319,0.315,1,0.379,0.3715,0.6864,0.178,0.1189,0.4,0.208,0.0915,0.0833,0.551,0.0412,0.75,0.241,0.2072,0.34,0.263,0.0917,0.5836,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.2246,0.334,0.0743,0.5,0.429619722,0.2148,0,0.23970222,0,0.2891,0.201948503,0.0584,0,0.38069361,0,0,0.214992669,0,0,0.20862622,0,0.25,0.195687501,0.0489,0.0489,0.213724639,0.0105,0.25,0.363267572,0.0908,1,0.309709252,0.3097,0.4167,0.327023177,0.1363,0.5368,0.151246925,0.0812,0.75,0.325747012,0.2443,1,0.342611092,0.3426,1,0.331641896,0.3316,0.9186,0.181907181,0.1671,0.4561,-0.1275531,q1
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,E064,0,0.174,0,0.97,0.324,0.2525,0.4333,0.338,0.13,0.0784,0.164,0.0151,0.3976,0.33,0.1282,1,0.257,0.22240481,0.0588,0.22,0.0121,0.7143,0.233,0.1622,0.7143,0.29,0.2466,0.4209,0.229,0.0988,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.4,0.208,0.0915,0.4583,0.551,0.2268,0.25,0.241,0.0691,0.3874,0.263,0.1045,0.3958,0.25,0.378,0.0946,0,0.28,0,0.2,0.342,0.0684,0.163,0.241,0.0409,0.3408,0.334,0.1127,0.5,0.429619722,0.2148,1,0.23970222,0.2397,0.5672,0.201948503,0.1145,0.6667,0.38069361,0.2538,1,0.214992669,0.215,0.75,0.20862622,0.1565,0.75,0.195687501,0.1468,0.772,0.213724639,0.165,0.25,0.363267572,0.0908,1,0.309709252,0.3097,0.5833,0.327023177,0.1908,0.5913,0.151246925,0.0894,0.65,0.325747012,0.2117,0,0.342611092,0,0,0.331641896,0,0.2117,0.181907181,0.0385,0.4484,0.0526405,q4
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,E065,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.098,0.164,0.0188,0.8214,0.33,0.2649,0,0.257,0,0.0735,0.22,0.0151,0.5,0.233,0.1135,0.5,0.29,0.1726,0.3013,0.229,0.0707,1,0.302,0.3136,1,0.319,0.315,0,0.379,0,0.6285,0.178,0.1088,0.42,0.208,0.0961,0.3333,0.551,0.165,0.25,0.241,0.0691,0.3301,0.263,0.089,0.5335,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.2023,0.334,0.0669,0.5,0.429619722,0.2148,0,0.23970222,0,0.2817,0.201948503,0.0569,0,0.38069361,0,0,0.214992669,0,0,0.20862622,0,0.75,0.195687501,0.1468,0.1468,0.213724639,0.0314,0.25,0.363267572,0.0908,0,0.309709252,0,0.25,0.327023177,0.0818,0.1726,0.151246925,0.0261,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.3838,-0.1496474,q3
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,E066,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.0588,0.164,0.0113,0.8139,0.33,0.2625,1,0.257,0.22240481,0.0441,0.22,0.0091,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.1998,0.229,0.0469,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.02,0.208,0.0046,0.0833,0.551,0.0412,0.25,0.241,0.0691,0.1149,0.263,0.031,0.459,0.25,0.378,0.0946,1,0.28,0.2796,0.4,0.342,0.1368,0.511,0.241,0.1283,0.0937,0.334,0.031,0.5,0.429619722,0.2148,1,0.23970222,0.2397,0.4855,0.201948503,0.098,0,0.38069361,0,0.75,0.214992669,0.1612,0,0.20862622,0,0.75,0.195687501,0.1468,0.308,0.213724639,0.0658,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.5833,0.327023177,0.1908,0.7729,0.151246925,0.1169,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.5159,0.0569029,q4
